iata,name,city,country,lat,lng
DTR,Decatur Shores Airport,Decatur,US,48.500171,-122.813973
SXK,Mathilda Batlayeri Airport,Saumlaki-Yamdena Island,ID,-7.848354,131.337068
AUT,Atauro Airport,Vila,TL,-8.243133,125.606378
UAI,"Commander in Chief of FALINTIL, Kay Rala Xanana Gusmão, International Airport",Suai,TL,-9.301856,125.286302
DIL,Presidente Nicolau Lobato International Airport,Dili,TL,-8.546562,125.524507
BCH,Baucau Airport,Baucau,TL,-8.486479,126.399981
MPT,Maliana Airport,Maliana,TL,-8.97224,125.214996
OEC,Oecusse Route of the Sandalwood International Airport,Oecussi-Ambeno,TL,-9.198419,124.337873
VIQ,Viqueque Airport,Viqueque,TL,-8.88379955291748,126.37300109863281
SGQ,Sangkimah Airport,Sanggata,ID,0.384421,117.542832
LBW,Yuvai Semaring Airport,Long Bawan,ID,3.900495,115.690089
BXT,LNG Badak Airport,Bontang-Borneo Island,ID,0.121656,117.476558
NNX,Nunukan Airport,Nunukan-Nunukan Island,ID,4.134001,117.669546
TNB,Tanah Grogot Airport,Tanah Grogot,ID,-1.885541,116.256809
LPU,Long Apung Airport,Long Apung-Borneo Island,ID,1.706932,114.969934
QPG,Paya Lebar Air Base,Paya Lebar,SG,1.36042,103.910004
TGA,Tengah Air Base,Western Water Catchment,SG,1.387561,103.708291
WSB,Steamboat Bay Seaplane Base,Steamboat Bay,US,55.532662,-133.638167
UGI,San Juan /Uganik/ Seaplane Base,San Juan,US,57.7304,-153.320999
WSM,Wiseman Airport,Wiseman,US,67.4046020508,-150.123001099
XSP,Seletar Airport,Seletar,SG,1.41555,103.86673
SIN,Singapore Changi Airport,Singapore,SG,1.35019,103.994003
GWV,Glendale Fokker Field,Glendale,US,39.948699951200005,-80.7594985962
WZQ,Urad Middle Banner Airport,Urad Middle Banner,CN,41.460289,108.539085
MPB,Miami Seaplane Base,Miami,US,25.783075,-80.177545
XBB,Blubber Bay Seaplane Base,Blubber Bay,CA,49.793958,-124.621064
XIG,Xinguara Municipal Airport,Xinguara,BR,-7.0906,-49.9765
XMA,Maramag Airport,Maramag,PH,7.7538,125.0333
XRQ,New Barag Right Banner Baogede Airport,New Barag Right Banner,CN,48.575585,116.939382
XZM,Macau Heliport at Outer Harbour Ferry Terminal,Sé,MO,22.196242,113.55936
UKN,Waukon Municipal Airport,Waukon,US,43.280498504639,-91.469497680664
ALH,Albany Airport,Albany,AU,-34.943333,117.808889
ABG,Abingdon Downs Airport,Abingdon Downs,AU,-17.608814,143.183531
AWN,Alton Downs Airport,,AU,-26.488959,139.259906
AUD,Augustus Downs Airport,,AU,-18.5087,139.882084
YAJ,Lyall Harbour Seaplane Base,Saturna Island,CA,48.795274,-123.181801
MRP,Marla Airport,Marla,AU,-27.334298,133.627696
AXL,Alexandria Homestead Airport,,AU,-19.060199737548828,136.7100067138672
AXC,Aramac Airport,,AU,-22.95788,145.249504
ADO,Andamooka Airport,Andamooka,AU,-30.438299,137.136993
AMX,Ammaroo Airport,,AU,-21.738300323486328,135.24200439453125
AMT,Amata Airport,,AU,-26.097363,131.202732
WLP,West Angelas Airport,,AU,-23.1355555556,118.707222222
AYL,Anthony Lagoon Airport,,AU,-18.018079031,135.535068512
ABH,Alpha Airport,Alpha,AU,-23.652849,146.582668
YAQ,Maple Bay Seaplane Base,Maple Bay,CA,48.8167,-123.6084
ARY,Ararat Airport,Ararat,AU,-37.309978,142.988688
GYL,Argyle Airport,,AU,-16.636944,128.451389
ARM,Armidale Airport,Armidale,AU,-30.528099060099997,151.617004395
AAB,Arrabury Airport,Tanbar,AU,-26.69639,141.048718
AUU,Aurukun Airport,Aurukun,AU,-13.354019,141.720028
AWP,Austral Downs Airport,,AU,-20.5,137.75
AVG,Auvergne Airport,Auvergne Station,AU,-15.690555,130.008818
AYQ,Ayers Rock Connellan Airport,Yulara,AU,-25.185913,130.97703
AYR,Ayr Airport,Ayr,AU,-19.595832,147.324495
MBN,Mount Barnett Airport,Wunaamin Miliwundi Ranges,AU,-16.741453,125.905608
BCI,Barcaldine Airport,Barcaldine,AU,-23.566268,145.302086
ASP,Alice Springs Airport,Alice Springs,AU,-23.806588,133.903427
BDD,Badu Island Airport,Badu Island,AU,-10.14955,142.173665
BKP,Barkly Downs Airport,,AU,-20.4958333333,138.474722222
BNE,Brisbane International Airport,Brisbane,AU,-27.384199142456055,153.11700439453125
OOL,Gold Coast Airport,Gold Coast,AU,-28.165962,153.506641
BKQ,Blackall Airport,Blackall,AU,-24.431678,145.429716
CNS,Cairns International Airport,Cairns,AU,-16.878921,145.74948
CTL,Charleville Airport,Charleville,AU,-26.4132995605,146.261993408
BDW,Bedford Downs Airport,,AU,-17.286699295,127.462997437
BXG,Bendigo Airport,,AU,-36.739399,144.330002
BVI,Birdsville Airport,,AU,-25.897499084472656,139.34800720214844
BXF,Bellburn Airstrip,Pumululu National Park,AU,-17.545,128.305
BTX,Betoota Airport,,AU,-25.694791,140.738339
BEE,Beagle Bay Airport,Dampier Peninsula,AU,-17.0165,122.6464
OCM,Boolgeeda,,AU,-22.541111,117.269444
BQW,Balgo Hill Airport,Balgo,AU,-20.148333,127.973889
YBH,Bull Harbour Water Aerodrome,Bull Harbour,CA,50.9179,-127.9372
BHQ,Broken Hill Airport,Broken Hill,AU,-32.0013999939,141.472000122
HTI,Hamilton Island Airport,Hamilton Island,AU,-20.3581008911,148.95199585
BEU,Bedourie Airport,Bedourie,AU,-24.3461,139.460007
BIW,Billiluna Airport,,AU,-19.566699981699998,127.666999817
BZP,Bizant Airport,Lakefield National Park,AU,-14.7402777778,144.119444444
YBJ,Baie-Johan-Beetz Water Aerodrome,Baie-Johan-Beetz,CA,50.283745,-62.81004
BRK,Bourke Airport,,AU,-30.039199829101562,145.95199584960938
BUC,Burketown Airport,,AU,-17.748600006103516,139.53399658203125
BLN,Benalla Airport,Benalla,AU,-36.551899,146.007004
LCN,Balcanoona Airport,,AU,-30.535,139.337006
ZBL,Biloela Airport,Biloela,AU,-24.320816,150.509627
BLS,Bollon Airport,,AU,-28.051247,147.481799
BQB,Busselton Margaret River Regional Airport,Busselton,AU,-33.687222,115.400278
ISA,Mount Isa Airport,Mount Isa,AU,-20.66638,139.488468
BFC,Bloomfield River Airport,,AU,-15.8736000061,145.330001831
MKY,Mackay Airport,Mackay,AU,-21.170816,149.182588
BNK,Ballina Byron Gateway Airport,Ballina,AU,-28.833236,153.561471
BSJ,Bairnsdale Airport,Bairnsdale,AU,-37.887539,147.569379
GIC,Boigu Island Airport,Boigu Island,AU,-9.23278,142.218002
OKY,Oakey Army Aviation Centre,,AU,-27.409262,151.736727
BQL,Boulia Airport,,AU,-22.913299560546875,139.89999389648438
BMP,Brampton Island Airport,,AU,-20.804633,149.279931
KAH,"Melbourne Heliport, Batman Park",Melbourne,AU,-37.822272,144.956789
PPP,Proserpine Whitsunday Coast Airport,Proserpine,AU,-20.494416,148.553583
YBQ,Telegraph Harbour Seaplane Base,Thetis Island,CA,48.97,-123.664
ROK,Rockhampton Airport,Rockhampton,AU,-23.380019,150.475359
BOX,Borroloola Airport,,AU,-16.0753,136.302002
BME,Broome International Airport,Broome,AU,-17.949194,122.2283
BZD,Balranald Airport,,AU,-34.624834,143.577114
BTD,Brunette Downs Airport,,AU,-18.637472,135.938355
BWQ,Brewarrina Airport,,AU,-29.975792,146.81438
BYP,Barimunya Airport,,AU,-22.673889,119.166111
MCY,Sunshine Coast Airport,Maroochydore,AU,-26.593324,153.08319
BHS,Bathurst Airport,Bathurst,AU,-33.406817,149.651161
BRT,Bathurst Island Airport,Wurrumiyanga,AU,-11.764966,130.615774
TSV,Townsville Airport / RAAF Base Townsville,Townsville,AU,-19.252904,146.766512
BLT,Blackwater Airport,,AU,-23.6031,148.807007
BVW,Batavia Downs Airport,,AU,-12.6592,142.675003
BDB,Bundaberg Airport,Bundaberg,AU,-24.905039,152.322612
BUY,Bunbury Airport,,AU,-33.378056,115.676944
BIP,Bulimba Airport,,AU,-16.8808002472,143.479003906
ZBO,Bowen Airport,Bowen,AU,-20.017999,148.215245
WEI,Weipa Airport,Weipa,AU,-12.677493,141.922618
BCK,Bolwarra Airport,,AU,-17.388299942,144.169006348
WTB,Toowoomba Wellcamp Airport,Toowoomba,AU,-27.558332,151.793335
BWB,Barrow Island Airport,,AU,-20.864444,115.406111
BVZ,Beverley Springs Airport,Wunaamin Miliwundi Ranges,AU,-16.732756,125.439105
CTR,Cattle Creek Airport,,AU,-17.607000351,131.548995972
CGV,Caiguna Airport,,AU,-32.280457,125.477943
CLH,Coolah Airport,,AU,-31.773864,149.615322
CVQ,Carnarvon Airport,Carnarvon,AU,-24.884337,113.666393
CSI,Casino Airport,,AU,-28.881304,153.060724
CAZ,Cobar Airport,,AU,-31.538299560546875,145.79400634765625
COJ,Coonabarabran Airport,,AU,-31.3325,149.266998
CBY,Canobie Airport,Canobie,AU,-19.479400634799998,140.927001953
CBI,Cape Barren Island Airport,Cape Barren Island,AU,-40.390537,148.016933
CPD,Coober Pedy Airport,Coober Pedy,AU,-29.038312,134.722166
CRB,Collarenebri Airport,,AU,-29.523239,148.578243
CCL,Chinchilla Airport,Chinchilla,AU,-26.771947,150.617571
CNC,Coconut Island Airport,,AU,-10.050139,143.070007
CNJ,Cloncurry Airport,Cloncurry,AU,-20.668600082399998,140.503997803
CBX,Condobolin Airport,,AU,-33.06565,147.21316
CUD,Caloundra Airport,Caloundra,AU,-26.80336,153.104975
CED,Ceduna Airport,,AU,-32.13059997558594,133.7100067138672
CVC,Cleve Airport,,AU,-33.709702,136.505005
YCF,Cortes Bay Water Aerodrome,Cortes Bay,CA,50.063,-124.930002
CFI,Camfield Airport,,AU,-17.021699905395508,131.32699584960938
CFH,Clifton Hills Airport,Clifton Hills,AU,-27.018299,138.891998
CQP,Cape Flattery Airport,,AU,-14.970832,145.311667
CFS,Coffs Harbour Airport,Coffs Harbour,AU,-30.320601,153.115997
LLG,Chillagoe Airport,Chillagoe,AU,-17.138386,144.528494
CRH,Cherrabah Airport,Cherrabah Homestead Resort,AU,-28.4301,152.08895
CKW,Christmas Creek Airport,Christmas Creek Mine,AU,-22.354302,119.642603
CXT,Charters Towers Airport,,AU,-20.0431,146.272995
DCN,RAAF Base Curtin,Derby,AU,-17.581389,123.828333
CKI,Croker Island Airport,,AU,-11.165,132.483002
CTN,Cooktown Airport,,AU,-15.443649,145.183221
CMQ,Clermont Airport,,AU,-22.7731,147.621002
CMA,Cunnamulla Airport,,AU,-28.030000686645508,145.6219940185547
CML,Camooweal Airport,,AU,-19.911699,138.125
NIF,Camp Nifty Airport,,AU,-21.6717,121.586998
CES,Cessnock Airport,,AU,-32.787498,151.341995
CNB,Coonamble Airport,,AU,-30.980946,148.377833
ODL,Cordillo Downs Airport,Cordillo Downs,AU,-26.74530029296875,140.63800048828125
CUQ,Coen Airport,Coen,AU,-13.761133,143.113311
CIE,Collie Airport,Collie,AU,-33.3666992188,116.217002869
OOM,Cooma Snowy Mountains Airport,Cooma,AU,-36.300445,148.972408
CDA,Cooinda Airport,,AU,-12.903300285339355,132.53199768066406
CWW,Corowa Airport,,AU,-35.994701,146.356995
CFP,Carpentaria Downs Airport,Carpentaria Downs,AU,-18.718481,144.313028
CYG,Corryong Airport,,AU,-36.18280029296875,147.88800048828125
CXQ,Christmas Creek Station Airport,Wangkat Jungka,AU,-18.8728,125.934
CDQ,Croydon Airport,,AU,-18.225000381469727,142.25799560546875
KCE,Collinsville Airport,,AU,-20.59670066833496,147.86000061035156
CMD,Cootamundra Airport,,AU,-34.624283,148.036641
CUG,Cudal Airport,,AU,-33.278026,148.768708
CUY,Cue Airport,,AU,-27.450663,117.917703
CJF,Coondewanna Airport,Coondewanna,AU,-22.966667,118.813333
CWR,Cowarie Airport,,AU,-27.711700439453125,138.3280029296875
CCW,Cowell Airport,,AU,-33.666698,136.891998
CWT,Cowra Airport,,AU,-33.846894,148.648007
COY,Coolawanyah Airport,Coolawanyah Station,AU,-21.7946,117.755
DJR,Dajarra Airport,,AU,-21.70829963684082,139.5330047607422
DBY,Dalby Airport,,AU,-27.158476,151.263428
DRN,Dirranbandi Airport,,AU,-28.587912,148.217161
DNB,Dunbar Airport,Maramie,AU,-16.047394,142.394415
DRB,Derby Airport,Derby,AU,-17.37193,123.66221
DFP,Drumduff Airport,Palmer,AU,-16.052124,143.013339
DDI,Daydream Island Helipad,Whitsundays,AU,-20.2603,148.8136
DGD,Dalgaranga Gold Mine Airport,,AU,-27.829722,117.316389
DNG,Doongan Airport,Drysdale River,AU,-15.386429,126.302235
DXD,Dixie Airport,New Dixie,AU,-15.1174944348,143.316049576
DKI,Dunk Island Airport,Dunk Island,AU,-17.93913,146.141447
DLK,Dulkaninna Airport,Dulkaninna,AU,-29.0132999420166,138.4810028076172
DNQ,Deniliquin Airport,Deniliquin,AU,-35.5593986511,144.945999146
DDN,Delta Downs Airport,,AU,-16.99169921875,141.31700134277344
DLV,Delissaville Airport,,AU,-12.550000190734863,130.68499755859375
DYW,Daly Waters Airport,Daly Waters,AU,-16.264695066399998,133.383378983
DMD,Doomadgee Airport,,AU,-17.9403,138.822006
DVR,Daly River Airport,Nauiyu,AU,-13.749806,130.693878
NLF,Darnley Island Airport,Darnley Island,AU,-9.579176,143.780276
DRD,Dorunda Airport,Dorunda Outstation,AU,-16.5537,141.8238
DVP,Davenport Downs Airport,,AU,-24.149999618530273,141.10800170898438
DPO,Devonport Airport,Devonport,AU,-41.1697006226,146.429992676
DOX,Dongara Airport,Port Denison,AU,-29.298128,114.927334
DRY,Drysdale River Airport,Drysdale River,AU,-15.71357,126.381097
DHD,Durham Downs Airport,,AU,-27.075000762939453,141.89999389648438
DRR,Durrie Airport,,AU,-25.684999465942383,140.22799682617188
SRR,Dunwich Airport,North Stradbroke Island,AU,-27.519005,153.427618
DKV,Docker River Airport,Kaltukatjara,AU,-24.859533,129.122209
DYA,Dysart Airport,,AU,-22.6222,148.363998
RXA,Ar Rawdah Airport,Ar Rawdah,YE,14.44872,47.27955
ECH,Echuca Airport,,AU,-36.15719985961914,144.76199340820312
EUC,Eucla Airport,,AU,-31.707084,128.877243
ETD,Etadunna Airport,Etadunna,AU,-28.740801,138.589005
ENB,Eneabba Airport,Eneabba,AU,-29.832500457763672,115.24600219726562
EIH,Einasleigh Airport,Einasleigh,AU,-18.503299713100002,144.093994141
ELC,Elcho Island Airport,Elcho Island,AU,-12.019399642899998,135.570999146
EKD,Elkedra Airport,,AU,-21.172500610399997,135.444000244
EMD,Emerald Airport,Emerald,AU,-23.5674991608,148.179000854
EDD,Erldunda Airport,Ghan,AU,-25.206106,133.254161
ERB,Ernabella Airport,,AU,-26.2632999420166,132.1820068359375
ERQ,Elrose Airport,Elrose Mine,AU,-20.9764,141.0066
EPR,Esperance Airport,Esperance,AU,-33.684399,121.822998
EVD,Eva Downs Airport,Eva Downs,AU,-18.0009994507,134.863006592
EVH,Evans Head Aerodrome,,AU,-29.101786,153.419255
WHB,Eliwana,,AU,-22.428395,116.887879
EXM,Exmouth Airport,Exmouth,AU,-22.040677,114.102663
FRB,Forbes Airport,Forbes,AU,-33.363602,147.934998
KFE,Fortescue - Dave Forrest Aerodrome,Cloudbreak Village,AU,-22.290754,119.437143
FLY,Finley Airport,,AU,-35.658918,145.561214
FLS,Flinders Island Airport,Whitemark,AU,-40.091702,147.992996
FVL,Flora Valley Airport,,AU,-18.297844,128.455897
FIK,Finke Airport,Finke,AU,-25.5946998596,134.582992554
FOS,Forrest Airport,,AU,-30.83662,128.112811
FVR,Oombulgurri Airport,Oombulgurri,AU,-15.1647,127.8401
FOT,Forster (Wallis Is) Airport,,AU,-32.202489,152.481136
JFM,Fremantle Heliport,Fremantle,AU,-32.045149,115.733022
FIZ,Fitzroy Crossing Airport,,AU,-18.183596,125.559783
YGA,Yongchuan Da'an General Airport,Chongqing,CN,29.356667,106.010441
GBP,Gamboola Airport,Gamboola,AU,-16.54412,143.668155
GAH,Gayndah Airport,Gayndah,AU,-25.615939,151.62055
GBL,South Goulburn Is Airport,,AU,-11.65,133.382004
GUH,Gunnedah Airport,,AU,-30.957511,150.248981
GOO,Goondiwindi Airport,,AU,-28.5214,150.320007
GDD,Gordon Downs Airport,Gordon Downs,AU,-18.6781005859375,128.5919952392578
GGD,Gregory Downs Airport,,AU,-18.625,139.23300170898438
YGE,Gorge Harbour Seaplane Base,Gorge Harbour,CA,50.0994,-125.0235
GET,Geraldton Airport,Moonyoonooka,AU,-28.796101,114.707001
GFN,Clarence Valley Regional Airport,Grafton,AU,-29.754795,153.031234
GBW,Ginbata Airport,Ginbata,AU,-22.5812,120.03553
GBV,Gibb River Airport,Gibb,AU,-16.418661,126.445685
GKL,Great Keppel Is Airport,Great Keppel Island,AU,-23.184575,150.94164
GLT,Gladstone Airport,Gladstone,AU,-23.869763,151.225439
GUL,Goulburn Airport,,AU,-34.810298919677734,149.7259979248047
GLG,Glengyle Airport,,AU,-24.808300018310547,139.60000610351562
GLI,Glen Innes Airport,Glen Innes,AU,-29.676029,151.691156
GLM,Glenormiston Airport,,AU,-22.8883,138.824997
YGN,Greenway Sound Seaplane Base,Broughton Island,CA,50.839,-126.775
GFE,Grenfell Airport,Grenfell,AU,-34,148.132995605
GVP,Greenvale Airport,,AU,-18.9966,145.0136
GPD,Mount Gordon Airport,Mount Gordon Mine,AU,-19.77265,139.40425
GPN,Garden Point Airport,Pirlangimpi,AU,-11.399686,130.425568
GSC,Gascoyne Junction Airport,Gascoyne Junction,AU,-25.0546,115.2026
GTE,Groote Eylandt Airport,Groote Eylandt,AU,-13.972405,136.458553
GFF,Griffith Airport,Griffith,AU,-34.2508010864,146.067001343
GTT,Georgetown Airport,Georgetown,AU,-18.302676,143.530925
GEE,George Town Airport,George Town,AU,-41.079491,146.839061
GYP,Gympie Airport,,AU,-26.290149,152.702998
HWK,Wilpena Pound Airport,Hawker,AU,-31.855907,138.468079
HXX,Hay Airport,,AU,-34.531399,144.830002
HVB,Hervey Bay Airport,Hervey Bay,AU,-25.320127,152.880662
HUB,Humbert River Airport,,AU,-16.489669799804688,130.63027954101562
HRY,Henbury Airport,Ghan,AU,-24.584,133.236
HIP,Headingly Airport,,AU,-21.33329963684082,138.2830047607422
HIG,Highbury Airport,Highbury,AU,-16.424148,143.14534
HID,Horn Island Airport,Horn,AU,-10.585636,142.29277
HLL,Hillside Airport,Hillside,AU,-21.718283,119.440334
HCQ,Halls Creek Airport,,AU,-18.2339,127.669998
HMG,Hermannsburg Airport,Hermannsburg (Ntaria),AU,-23.926485,132.807798
HLT,Hamilton Airport,,AU,-37.64889907836914,142.06500244140625
HOK,Hooker Creek Airport,Lajamanu,AU,-18.3367004395,130.638000488
MHU,Mount Hotham Airport,Mount Hotham,AU,-37.0475006104,147.333999634
HAP,Happy Bay Helipad,Long Island,AU,-20.3358,148.8525
HTU,Hopetoun Airport,,AU,-35.715302,142.360001
HPE,Hope Vale Airport,Hope Vale,AU,-15.2923,145.1035
HSM,Horsham Airport,,AU,-36.669700622558594,142.17300415039062
HAT,Heathlands Airport,Shelburne,AU,-11.7369,142.576996
HGD,Hughenden Airport,Hughenden,AU,-20.815001,144.225006
IBM,Iron Bridge Mine Airport,Japal Camp,AU,-21.287575,118.88252
IDK,Indulkana Airport,Indulkana,AU,-26.965435,133.321989
IFL,Innisfail Airport,,AU,-17.559401,146.011993
IFF,Iffley Airport,,AU,-18.899999618530273,141.2169952392578
IGH,Ingham Airport,,AU,-18.664149,146.145804
IKP,Inkerman Airport,Inkerman,AU,-16.229225,141.434607
INJ,Injune Airport,Injune,AU,-25.851,148.5497
INM,Innamincka Airport,,AU,-27.697589,140.739498
IVW,Inverway Airport,Inverway,AU,-17.8411006927,129.643005371
ISI,Isisford Airport,,AU,-24.25830078125,144.4250030517578
IVR,Inverell Airport,Inverell,AU,-29.888299942,151.143997192
JAB,Jabiru Airport,,AU,-12.658056,132.894638
JUN,Jundah Airport,Jundah,AU,-24.838045,143.061962
JCK,Julia Creek Airport,,AU,-20.66830062866211,141.72300720214844
JUR,Jurien Bay Airport,Jurien Bay,AU,-30.302699,115.055551
UBU,Kalumburu Airport,Kalumburu,AU,-14.28784,126.633182
KQR,Karara Airport,Karara,AU,-29.217223,116.687154
KYB,Ken's Bore airport,Ken's Bore,AU,-22.15722,116.156223
KDB,Kambalda Airport,Kambalda West,AU,-31.1907,121.5978
KAX,Kalbarri Airport,Kalbarri,AU,-27.692813,114.259169
KBY,Streaky Bay Airport,,AU,-32.836621,134.292991
KBJ,Kings Canyon Airport,Petermann,AU,-24.260229,131.488924
KCS,Kings Creek Airport,Petermann,AU,-24.421285,131.819458
OOD,Koodaideri Mine Airport,Koodaideri Mine,AU,-22.504291,119.07683
KRA,Kerang Airport,,AU,-35.751399993896484,143.93899536132812
KNS,King Island Airport,,AU,-39.877498626708984,143.8780059814453
KBB,Kirkimbie Station Airport,Kirkimbie,AU,-17.7791996002,129.210006714
KFG,Kalkgurung Airport,,AU,-17.431900024414062,130.80799865722656
KOH,Koolatah Airport,Maramie,AU,-15.888484,142.439461
KKP,Koolburra Airport,Koolburra,AU,-15.318900108337402,143.9550018310547
KCI,Koolan Central Airport,Koolan Island,AU,-16.125,123.735
KRB,Karumba Airport,,AU,-17.45669937133789,140.8300018310547
KML,Kamileroi Airport,,AU,-19.375,140.0570068359375
KPS,Kempsey Airport,,AU,-31.07232,152.765313
KNI,Katanning Airport,,AU,-33.699423,117.65703
KWM,Kowanyama Airport,Kowanyama,AU,-15.485369,141.752572
KPP,Kalpowar Airport,Kalpower,AU,-14.89,144.22
KGY,Kingaroy Airport,,AU,-26.581077,151.839927
KGC,Kingscote Airport,,AU,-35.71390151977539,137.52099609375
YKT,Klemtu Water Aerodrome,Klemtu,CA,52.6076345452,-128.521757126
KUG,Kubin Island Airport,Kubin Island,AU,-10.22648,142.219619
KRD,Kurundi Airport,Kurundi Station,AU,-20.51,134.6706
LWH,Lawn Hill Airport,,AU,-18.57453,138.586106
LGH,Leigh Creek Airport,,AU,-30.598301,138.425995
LNO,Leonora Airport,Leonora,AU,-28.87809944152832,121.31500244140625
LEL,Lake Evella Airport,,AU,-12.498900413513184,135.80599975585938
LFP,Lakefield Airport,Lakefield,AU,-14.9207,144.203
LDH,Lord Howe Island Airport,Lord Howe Island,AU,-31.538204,159.07546
IRG,Lockhart River Airport,Lockhart River,AU,-12.7869,143.304993
LTP,Lyndhurst Airport,Lyndhurst,AU,-19.1958007812,144.371002197
LIB,Limbunya Airport,Limbunya,AU,-17.2355995178,129.882003784
LDC,Lindeman Island Airport,Lindeman Island,AU,-20.4535999298,149.039993286
LSY,Lismore Airport,Lismore,AU,-28.830689,153.258419
LNH,Lake Nash Airport,Alpurrurulam,AU,-20.9807,137.9178
BBL,Ballera Airport,,AU,-27.405633,141.809458
BEO,Lake Macquarie Airport,City of Lake Macquarie,AU,-33.065975,151.646283
LKD,Lakeland Airport,Lakeland Downs,AU,-15.841213,144.849118
LOC,Lock Airport,Lock,AU,-33.5442008972168,135.6929931640625
LOA,Lorraine Airport,,AU,-18.99329948425293,139.90699768066406
LTV,Lotus Vale Airport,Lotus Vale,AU,-17.048299789399998,141.37600708
YLP,Mingan Airport,Longue-Pointe-de-Mingan,CA,50.2869,-64.1528
LUU,Laura Airport,,AU,-15.560495,144.451418
LHG,Lightning Ridge Airport,,AU,-29.452857,147.977146
LRE,Longreach Airport,Longreach,AU,-23.4342,144.279999
LUT,New Laura Airport,Laura Station,AU,-15.182758,144.345535
LER,Leinster Airport,,AU,-27.843299865722656,120.7030029296875
LVO,Laverton Airport,Laverton,AU,-28.614267,122.428673
TGN,Latrobe Valley Airport,Morwell,AU,-38.211004,146.470817
LZR,Lizard Island Airport,,AU,-14.673273,145.454571
UBB,Mabuiag Island Airport,Mabuiag Island,AU,-9.950168,142.19523
MYI,Murray Island Airport,Murray Island,AU,-9.915105,144.054644
AVV,Melbourne Avalon International Airport,Geelong/Melbourne,AU,-38.040269,144.467196
ABX,Albury Airport,East Albury,AU,-36.066758,146.959148
MRG,Mareeba Airport,Mareeba,AU,-17.070277,145.424228
MBB,Marble Bar Airport,,AU,-21.163299560546875,119.83300018310547
XMC,Mallacoota Airport,,AU,-37.59830093383789,149.72000122070312
MFP,Manners Creek Airport,,AU,-22.100000381469727,137.98300170898438
MLR,Millicent Airport,,AU,-37.58359909057617,140.36599731445312
DGE,Mudgee Airport,Mudgee,AU,-32.564794,149.609452
MQA,Mandora Airport,Eighty Mile Beach,AU,-19.73799,120.83818
